Cluster_Label,Biomarker,Relations
18f-fdg,18FDG-PET,"[{'article': 'PMC9606044.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Monitoring functional changes in the brain during PE treatment'}, {'article': 'PMC9606044.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease progression""}, {'article': 'PMC9606044.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9606044.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Metabolic deficits associated with neuronal damage in Alzheimer's Disease""}, {'article': 'PMC9606044.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Predicts: Rapid progression to more severe Alzheimer's Disease""}, {'article': 'PMC9606044.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'response to PE treatment in AD patients'}]"
18f-fdg,[18F]-fluoro-deoxyglucose PET (FDG-PET),"[{'article': 'PMC6130053.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6130053.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Disease progression in Alzheimer's Disease""}]"
18f-pi-2620,18F-PI-2620 SUVR in inferior temporal cortex,"[{'article': 'PMC9327167.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Tau deposition in Alzheimer's Disease""}]"
18f-pi-2620,18F-PI-2620 SUVR in occipital cortex,"[{'article': 'PMC9327167.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Tau deposition in Alzheimer's Disease""}]"
18f-pi-2620,18F-PI-2620 SUVR in superior temporal cortex,"[{'article': 'PMC9327167.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Tau deposition in Alzheimer's Disease""}]"
18f-pi-2620,18F-PI-2620 SUVR in mesial temporal cortex,"[{'article': 'PMC9327167.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Tau deposition in Alzheimer's Disease""}]"
2'-deoxyguanosine,2'-deoxyguanosine,"[{'article': 'PMC7551340.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease through oxidative stress and cognitive decline""}]"
2'-deoxyguanosine,Methoxy-X-O4,"[{'article': 'PMC7389451.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Microglial Aβ phagocytosis'}]"
2'-deoxyguanosine,8-hydroxydeoxyguanosine (8-OHdG),"[{'article': 'PMC9527145.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Oxidative stress in AD'}]"
2'-deoxyguanosine,4-hydroxyhexenal (4HHE),"[{'article': 'PMC9527145.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Oxidative stress in AD'}]"
2'-deoxyguanosine,8-hydroxy-2′-deoxyguanosine (8-OHdG),"[{'article': 'PMC6104449.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to probiotic treatment in Alzheimer's Disease patients""}]"
24hc,24HC,"[{'article': 'PMC9797897.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'CYP46A1 activation in early Alzheimer’s disease'}, {'article': 'PMC9797897.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9797897.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9797897.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment response in Alzheimer's Disease""}, {'article': 'PMC9797897.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to Efavirenz treatment in Alzheimer's Disease""}]"
24hc,Plasma 24HC,"[{'article': 'PMC9797897.txt', 'relationship': 'INDICATES_TREATMENT_ELIGIBILITY', 'object': ""Treatment Eligibility: CYP46A1 activation in Alzheimer's Disease""}]"
24hc,ZDHHC21 p.T209S mutation,"[{'article': 'PMC10294511.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Cognitive decline and AD-related pathological changes'}, {'article': 'PMC10294511.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10294511.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Increased Aβ levels'}]"
24hc,ZDHHC21,"[{'article': 'PMC10294511.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Familial Alzheimer’s Disease'}, {'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Outcome: Cognitive Impairment and Synaptic Dysfunction'}, {'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10294511.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}, {'article': 'PMC10294511.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Outcome: Alzheimer's Disease Progression""}, {'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC10294511.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Therapeutic target for Alzheimer's Disease""}]"
25-hydroxyvitamin,25-hydroxyvitamin D (25OHD),"[{'article': 'PMC3212921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3212921.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis of Alzheimer's Disease""}]"
25-hydroxyvitamin,Vitamin D,"[{'article': 'PMC3212921.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3212921.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cognitive Decline in Alzheimer's Disease""}, {'article': 'PMC3212921.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Alzheimer's Disease Treatment""}, {'article': 'PMC3212921.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment: Alzheimer's Disease and Related Dementia (ADRD)""}]"
25-hydroxyvitamin,Vitamin D (25OHD),"[{'article': 'PMC3212921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Better cognitive performance in Alzheimer's Disease patients""}, {'article': 'PMC3212921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Improved gait and functional abilities in Alzheimer's Disease patients""}]"
25ohd,25OHD,"[{'article': 'PMC3212921.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Hypovitaminosis D in Alzheimer's Disease Patients""}]"
25ohd,24OH,"[{'article': 'PMC3712995.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC3712995.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Better spatial memory retention in aged female mice, indicating potential for better prognosis in Alzheimer's Disease""}, {'article': 'PMC3712995.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Cognitive function in Alzheimer's Disease""}]"
25ohd,8-OHDG,"[{'article': 'PMC3978916.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Oxidative stress in Alzheimer's Disease""}, {'article': 'PMC3978916.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Oxidative stress in Alzheimer's Disease""}, {'article': 'PMC3978916.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Oxidative stress in Alzheimer's Disease""}]"
25ohd,8-OHdG,"[{'article': 'PMC6104449.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6104449.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6966425.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""DNA and RNA oxidation in Alzheimer's Disease""}, {'article': 'PMC6966425.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Differentiating Alzheimer's Disease from healthy controls""}, {'article': 'PMC9527145.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
2dg,2DG,"[{'article': 'PMC6015016.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6015016.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Brain metabolism impairment in Alzheimer's Disease mouse models""}, {'article': 'PMC6015016.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Glucose metabolism in Alzheimer's Disease""}]"
2dg,RPS6KA1,"[{'article': 'PMC7884393.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
2dg,RPS6KA2,"[{'article': 'PMC7884393.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
2dg,RPS6KB1,"[{'article': 'PMC6211704.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6211704.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
2dg,2DG6P,"[{'article': 'PMC6015016.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
2dg,2DG uptake,"[{'article': 'PMC6015016.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Brain metabolism deficits in Alzheimer's Disease""}]"
2dg,18F-FDG uptake,"[{'article': 'PMC4868930.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
2dg,FDG uptake,"[{'article': 'PMC8905724.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Decreased glucose metabolism in the left cortex and temporoparietal regions'}, {'article': 'PMC5576287.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC5576287.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Hypometabolism in Alzheimer's Disease""}]"
4sbt,4SBT,"[{'article': 'PMC10475546.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Balance in older adults with cognitive decline'}]"
4sbt,3MS,"[{'article': 'PMC4324943.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Global cognitive function in Alzheimer's Disease""}, {'article': 'PMC4324943.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
4sbt,4G8,"[{'article': 'PMC4003513.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Assessing Aβ levels in biopsy samples'}]"
4sbt,MB,"[{'article': 'PMC3467226.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
4sbt,6MWT,"[{'article': 'PMC6406356.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Global cognitive and physical function in Alzheimer's Disease""}, {'article': 'PMC6406356.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Better brain health and cognition'}]"
5-ht6,5-HT6 receptor antagonist,"[{'article': 'PMC5516350.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Alzheimer's Disease treatment""}]"
5-ht6,Selective serotonin reuptake inhibitors (SSRIs),"[{'article': 'PMC5648830.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Alzheimer's Disease treatment""}]"
5-ht6,Serotonin (5-HT),"[{'article': 'PMC9527145.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Diagnosis: Alzheimer's Disease""}]"
5-lox,5-LOX,"[{'article': 'PMC3237323.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Inflammatory response: Reduced to control levels by J147'}]"
5-lox,5 LOX,"[{'article': 'PMC3237323.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduction of pro-inflammatory enzyme in AD mice'}]"
8-oxodg/8-oxoguo,8-oxodG/8-oxoGuo,"[{'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Oxidative stress linked to Alzheimer's Disease""}]"
8-oxodg/8-oxoguo,OXPHOS complex levels,"[{'article': 'PMC9755275.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
8-oxodg/8-oxoguo,8-oxodG,"[{'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'oxidative DNA damage'}]"
8-oxodg/8-oxoguo,8-oxoGuo,"[{'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'oxidative RNA damage'}]"
8-oxodg/8-oxoguo,Oxytocin,"[{'article': 'PMC3761088.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Guides treatment selection for Alzheimer's Disease""}]"
a/t/n,A/T/N system,"[{'article': 'PMC4970664.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
a/t/n,A+T+ profile,"[{'article': 'PMC7890889.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
a/t/n,Clock C,"[{'article': 'PMC7354597.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7354597.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression in hypertensive patients""}, {'article': 'PMC7354597.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Higher proportion of progression to AD in hypertensive group'}]"
a/t/n,Munc18c,"[{'article': 'PMC10001958.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Prognosis: Dopamine release and cognitive function in AD'}]"
a/t/n,Clock T3111C,"[{'article': 'PMC7354597.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Higher risk of conversion to Alzheimer's Disease in carriers with hypertension""}, {'article': 'PMC7354597.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Conversion to Alzheimer's Disease in hypertensive patients""}]"
a/t/n,30CST,"[{'article': 'PMC10475546.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Lower-body strength in older adults with cognitive decline'}]"
a2,A2 astrocyte phenotype,"[{'article': 'PMC9527145.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
a2,A1 astrocyte phenotype,"[{'article': 'PMC9527145.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
a2,oligodendrocytes,"[{'article': 'PMC4979550.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
a2,Astrocytes,"[{'article': 'PMC6879435.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
a2,astrocytes,"[{'article': 'PMC6130053.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Astrocytes respond to NBM stimulation and play a role in synaptic plasticity, which may be associated with better outcomes.'}]"
ab,AB,"[{'article': 'PMC8381483.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
ab,AB 42/40 ratio,"[{'article': 'PMC10710152.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10710152.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10710152.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
ab,Ab42/40 ratio,"[{'article': 'PMC9716660.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9716660.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
ab,Ab274,"[{'article': 'PMC4857621.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Targeting α-syn for Alzheimer's Disease treatment""}]"
ab,Ab,"[{'article': 'PMC4487699.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
ab,Ab42,"[{'article': 'PMC9213384.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Depression in Alzheimer's Disease""}]"
abca7,ABCA7 genotype,"[{'article': 'PMC5668981.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive performance and Alzheimer's disease risk""}]"
abca7,ABCA7,"[{'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10710152.txt', 'relationship': 'RESPONDED_TO_TREATMENT', 'object': 'Exercise-induced cognitive benefits'}, {'article': 'PMC10710152.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC4107377.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4107377.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4615808.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Aβ accumulation in Alzheimer's Disease""}, {'article': 'PMC4617238.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease inflammation""}, {'article': 'PMC4888851.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC8066440.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased risk of Late-Onset Alzheimer's Disease (LOAD)""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}]"
abca7,ABCA7 rs3764650,"[{'article': 'PMC10710152.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease genetic risk factor""}]"
aberrant,Aberrant motor activity,"[{'article': 'PMC7789403.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
aberrant,physiological micro tremors (7–8 Hz amplitude),"[{'article': 'PMC9203627.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Male sex in the context of Alzheimer's Disease""}]"
aberrant,Digital biomarkers (micro hand gestures from accelerometer data),"[{'article': 'PMC9203627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9203627.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC9203627.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Alzheimer's Disease""}]"
aberrant,"Digital biomarkers (e.g., Neuro-Motor Index (NMI))","[{'article': 'PMC9203627.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9203627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early stages of Alzheimer's Disease""}, {'article': 'PMC9203627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early stages of Alzheimer's Disease""}]"
aberrant,sensor-based Frailty Measurement (FM),"[{'article': 'PMC7996628.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early-stage Alzheimer's Disease""}]"
abeta,Abeta,"[{'article': 'PMC3940003.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4506984.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Predicts AD dementia'}]"
abeta,Abeta-42,"[{'article': 'PMC9295361.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Normal levels in prodromal DLB patients, distinguishing from prodromal Alzheimer's disease""}]"
abeta,ABeta42/40,"[{'article': 'PMC9295361.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]"
abeta,ABeta42,"[{'article': 'PMC9295361.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]"
acceleration,Acceleration variance,"[{'article': 'PMC9203627.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Sex differences in Alzheimer's Disease""}]"
acceleration,Cognitive intra-individual variability (IIV),"[{'article': 'PMC4406069.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Functional decline and incident dementia'}]"
acceleration,Trial-to-trial CRT variance,"[{'article': 'PMC4656817.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Malingering in neuropsychological testing'}]"
