,Biomarker,Relations,Cluster
100,ABCA7,"[{'article': 'PMC10294511.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC10710152.txt', 'relationship': 'RESPONDED_TO_TREATMENT', 'object': 'Exercise-induced cognitive benefits'}, {'article': 'PMC10710152.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC4107377.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4107377.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4615808.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Aβ accumulation in Alzheimer's Disease""}, {'article': 'PMC4617238.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease inflammation""}, {'article': 'PMC4888851.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC8066440.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased risk of Late-Onset Alzheimer's Disease (LOAD)""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}]",478
101,ABCA7 genotype,"[{'article': 'PMC5668981.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive performance and Alzheimer's disease risk""}]",478
102,ABCA7 rs3764650,"[{'article': 'PMC10710152.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease genetic risk factor""}]",478
103,ABeta42,"[{'article': 'PMC9295361.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]",560
104,ABeta42/40,"[{'article': 'PMC9295361.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]",560
105,ACC,"[{'article': 'PMC7735856.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Item memory gains'}]",222
106,ACC-001,"[{'article': 'PMC5516350.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Discontinued in Phase II trials due to autoimmune response'}]",222
107,ACE category fluency,"[{'article': 'PMC4811920.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Disease progression in amild cognitive impairment group'}]",394
108,ACE total score,"[{'article': 'PMC4811920.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Cognitive decline associated with Alzheimer's Disease""}]",1
109,ACTH,"[{'article': 'PMC5301048.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': '11β-HSD1 inhibition'}]",661
110,ACh,"[{'article': 'PMC4159858.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4159858.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4159858.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4659639.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Higher ACh levels in intervention groups'}, {'article': 'PMC4890804.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5516350.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis: Alzheimer's Disease through increased ACh levels""}, {'article': 'PMC5516350.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Slowing of cognitive function loss'}, {'article': 'PMC6130053.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Facilitating neuronal plasticity and cognitive functions in Alzheimer's Disease""}, {'article': 'PMC9527145.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Improved ACh concentration after tDCS therapy'}]",687
111,AChE,"[{'article': 'PMC4159858.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4159858.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Alzheimer's Disease treatment""}, {'article': 'PMC4936020.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cholinergic activity in Alzheimer's Disease""}, {'article': 'PMC4397698.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4397698.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cholinergic Neuron Loss'}, {'article': 'PMC9202553.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's disease-related neuropathological features""}]",455
112,AChE activity,"[{'article': 'PMC4936020.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Correlated with cognitive changes in Alzheimer's Disease""}, {'article': 'PMC4397698.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",455
113,AChE protein levels,"[{'article': 'PMC4936020.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]",455
114,AD,"[{'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH', 'object': 'Gait characteristics in the same way as MD'}]",170
115,AD (Axial Diffusivity),"[{'article': 'PMC8760674.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",224
116,AD pathology,"[{'article': 'PMC6110931.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}]",18
117,AD-GRS,"[{'article': 'PMC4107377.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4107377.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}, {'article': 'PMC4107377.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Dementia prediction in Non-Hispanic populations'}]",170
118,AD-GRS (Alzheimer's Disease Genetic Risk Score),"[{'article': 'PMC4107377.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""dementia probability and memory functioning in Alzheimer's Disease""}]",18
119,AD8,"[{'article': 'PMC6142366.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease presence""}]",170
120,AD8-slefd,"[{'article': 'PMC9354045.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Dementia'}]",170
121,ADAM10,"[{'article': 'PMC2765081.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC2765081.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}, {'article': 'PMC6679484.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease risk""}, {'article': 'PMC7389451.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Treatment: Alzheimer's Disease""}, {'article': 'PMC7389451.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7389451.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's Disease""}]",293
122,ADAS,"[{'article': 'PMC2949590.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease-specific symptoms""}, {'article': 'PMC3695013.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC5016950.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",106
123,ADAS-Cog,"[{'article': 'PMC2731764.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Monitor: Cognitive performance in Alzheimer's Disease""}, {'article': 'PMC2731764.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response: Changes in cognitive function'}, {'article': 'PMC2949590.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Cognitive and non-cognitive AD-specific symptoms'}, {'article': 'PMC3226277.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3226277.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to masitinib treatment in Alzheimer's Disease""}, {'article': 'PMC3580400.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC4132648.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4132648.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4132648.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}, {'article': 'PMC4283145.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early-onset Alzheimer's Disease""}, {'article': 'PMC4283145.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Primary endpoint for assessing cognitive impairment in Alzheimer's Disease""}, {'article': 'PMC4283145.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cognitive function in Alzheimer's Disease""}, {'article': 'PMC4283145.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4283145.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Cognitive decline in response to cycling intervention'}, {'article': 'PMC4380493.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4380493.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Cognitive function in Alzheimer's Disease""}, {'article': 'PMC4918115.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive Assessment in Alzheimer's Disease""}, {'article': 'PMC8386362.txt', 'relationship': 'RESPONDED_TO', 'object': ""rTMS treatment response in Alzheimer's Disease patients""}, {'article': 'PMC8439008.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC8530186.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Global cognition in Alzheimer's Disease""}, {'article': 'PMC4069047.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4069047.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4069047.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC4764002.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Cognitive Functioning in Alzheimer's Disease""}, {'article': 'PMC5067903.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC5067903.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC5067903.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5546604.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to rivastigmine patch therapy in Alzheimer's Disease patients""}, {'article': 'PMC5546604.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Cognitive decline in Alzheimer's Disease patients""}, {'article': 'PMC6225735.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC6225735.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Clinical improvement in Alzheimer's Disease""}, {'article': 'PMC6225735.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Clinical improvement in Alzheimer's Disease""}, {'article': 'PMC6260857.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive impairment in Alzheimer's Disease""}, {'article': 'PMC7067750.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7106668.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Slow gait speed in Alzheimer's Disease patients""}, {'article': 'PMC7106668.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Slow gait speed in Alzheimer's Disease patients""}, {'article': 'PMC7360860.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7360860.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC7360860.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7360860.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7360860.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Effectiveness of intervention in Alzheimer's Disease""}, {'article': 'PMC7822717.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to rTMS treatment in Alzheimer's Disease""}, {'article': 'PMC9309357.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive function changes in Alzheimer's Disease""}, {'article': 'PMC9340683.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Change in cognition in participants with mild to moderate Alzheimer's disease""}, {'article': 'PMC9340683.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis of Alzheimer's Disease""}, {'article': 'PMC9340683.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC9539040.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Diagnose: Alzheimer's Disease""}]",106
124,ADAS-Cog (Alzheimer's Disease Assessment Scale-Cognitive subscale),"[{'article': 'PMC8564955.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cognitive decline predicts functional decline'}]",485
125,ADAS-Cog 11,"[{'article': 'PMC8439008.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]",106
126,ADAS-Cog 13,"[{'article': 'PMC9204250.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Cognitive decline in Alzheimer's Disease""}]",106
127,ADAS-Cog 13-item total score,"[{'article': 'PMC5067903.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Improvement in cognitive function in Alzheimer's Disease""}]",531
128,ADAS-Cog score,"[{'article': 'PMC6074058.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7822717.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]",531
129,ADAS-Cog scores,"[{'article': 'PMC6074058.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",531
130,ADAS-Cog-11,"[{'article': 'PMC7364345.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC7364345.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",106
131,ADAS-Cog11,"[{'article': 'PMC6371616.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6371616.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6646979.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive Decline in Alzheimer's Disease""}]",106
132,ADAS-Cog13 scores,"[{'article': 'PMC5026133.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Change in cognitive decline over 12 months'}]",531
133,ADAS-Cog14,"[{'article': 'PMC8053280.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease clinical decline""}]",106
134,ADAS-cog,"[{'article': 'PMC2194921.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Cognitive Progression in Alzheimer's Disease""}, {'article': 'PMC3218804.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3218804.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive impairment in Alzheimer's Disease""}, {'article': 'PMC3481364.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC3481364.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Assessment of cognitive performance in AD'}, {'article': 'PMC4324943.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive function in Alzheimer's Disease""}, {'article': 'PMC4324943.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4353453.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Clinically relevant improvement in Alzheimer's Disease""}, {'article': 'PMC4396171.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4712287.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Indicates presence of: Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC4712287.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5427593.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC5464918.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5464918.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive improvement in AD patients after rTMS treatment'}, {'article': 'PMC5464918.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5496421.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC5496421.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC6130053.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Continuous non-significant decline in cognitive function.'}, {'article': 'PMC6370863.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis and assessment of Alzheimer's Disease""}, {'article': 'PMC7930223.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7930223.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response: Cognitive benefits in Alzheimer's Disease treatment""}, {'article': 'PMC9389745.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's Disease""}, {'article': 'PMC9972756.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease progression""}, {'article': 'PMC9972756.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Worsening dementia'}, {'article': 'PMC9972756.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease cognitive decline""}, {'article': 'PMC9972756.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive deterioration in Alzheimer's Disease""}, {'article': 'PMC9972756.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",106
135,ADAS-cog scores,"[{'article': 'PMC3767625.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5546604.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'No significant differences in ADAS-cog scores between patients with minimal and moderate WMHs'}, {'article': 'PMC6130053.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6130053.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6130053.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Treatment response in Alzheimer's Disease""}, {'article': 'PMC6130053.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment response in Alzheimer's Disease""}]",531
136,ADAS-cog-13,"[{'article': 'PMC5026133.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",106
137,ADAS-cog11,"[{'article': 'PMC4481070.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4481070.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]",106
